198	220	91285358071		Olivia	R	Ross	0	1943-08-10 00:00:00	S		F		120000	2	4	Bachelors 	Management	1	4	1314 Skyline Dr.		378-555-0156	
212	1495	3773		Priscilla		 Xie	0	1945-12-06 00:00:00	S		F		60000	4	0	Bachelors 	Management	1	2	8158 Granada Dr.		208-555-0112	
224	201	35353403700		Caitlin	C	Gray	0	1948-04-10 00:00:00	M		F		40000	2	1	High Schoo	Professional	1	2	3715 D Mt. Hood Circle	#265	769-555-0123	
258	188	38961151800		Riley		Morris	0	1952-03-10 00:00:00	M		F		70000	5	2	Partial Co	Professional	1	2	5825 B Way		463-555-0160	
274	113	14482035636		Anna	J	Kelly	0	1932-02-07 00:00:00	S		F		80000	3	0	Graduate D	Management	1	1	4659 Montoya		787-555-0191	
305	1472	9452		Christine	S	 Sharma	0	1962-07-05 00:00:00	S		F		70000	5	4	Partial Co	Professional	0	3	4180 Frisbie Court		367-555-0149	
306	406	25593708753		Robert	R	Hughes	0	1962-03-03 00:00:00	M		M		80000	5	4	Partial Co	Professional	0	3	2831 Viking Drive		107-555-0186	
321	1457	515		Marshall		 Nath	0	1935-03-27 00:00:00	S		M		30000	4	0	High Schoo	Professional	1	2	4080 Mendocino Dr		243-555-0116	
349	423	7571		Misty	C	 Aggarwal	0	1938-09-11 00:00:00	S		F		100000	2	3	Graduate D	Management	1	3	5530 Melrose Pl.		225-555-0135	
351	275	7479		Casey		 Bhat	0	1938-06-13 00:00:00	M		F		170000	1	1	Graduate D	Management	1	4	3637 Guillermo		167-555-0116	
365	1	81361726522		Isaac		Hall	0	1962-04-22 00:00:00	S		M		20000	1	0	Graduate D	Clerical	1	0	7879 Wilke Drive		1 (11) 500 555-0116	
368	2	7210		Allen		 Engineer	0	1961-04-22 00:00:00	S		M		20000	1	0	Graduate D	Clerical	1	0	7879 Wilke Drive		1 (11) 500 555-0133	
372	91	6149		Monique		 Alvarez	0	1962-02-21 00:00:00	M		F		30000	5	0	Graduate D	Clerical	1	0	8548 Sony Hill Circle		1 (11) 500 555-0132	
387	4	3549		Geoffrey		 Engineer	0	1980-04-09 00:00:00	S		M		10000	0	0	Partial Co	Manual	0	1	1905 Horseshoe Circle		1 (11) 500 555-0119	
403	390	6274		Tanya		 Hernandez	0	1978-10-17 00:00:00	S		F		20000	0	0	Bachelors 	Clerical	0	0	7081 Willow Pass Road		1 (11) 500 555-0183	
408	2	36347736100		Makayla		Richardson	0	1943-03-07 00:00:00	M		F		30000	1	0	Bachelors 	Clerical	0	0	2035 Shelly Dr		1 (11) 500 555-0139	
411	91	3817		Deborah	L	 Bhat	0	1961-06-03 00:00:00	M		F		20000	1	1	Partial Co	Manual	1	0	3124 Fall Creek		1 (11) 500 555-0136	
430	395	9881		Kristin	K	 Lal	0	1969-01-07 00:00:00	M		F		10000	2	2	High Schoo	Manual	1	0	7095 Curletto Dr.		1 (11) 500 555-0114	
434	1	7346		Andre	R	 Fernandez	0	1969-11-02 00:00:00	S		M		20000	0	0	Partial Co	Manual	1	1	9461 Rose Aann Ave		1 (11) 500 555-0184	
439	394	3782		Priscilla		 Jai	0	1969-09-06 00:00:00	S		F		40000	0	0	Graduate D	Clerical	0	0	6497 Macalven Drive		1 (11) 500 555-0137	
447	2	41799846300		Stephanie	A	Phillips	0	1968-09-21 00:00:00	S		F		10000	2	2	High Schoo	Manual	0	1	4278 Heppard Way		1 (11) 500 555-0166	
449	3	3358		Frederick		 Mehta	0	1968-10-23 00:00:00	M		M		10000	2	2	High Schoo	Manual	0	1	7985 Center Street		1 (11) 500 555-0161	
466	397	7556		Tracy		 Anand	0	1953-06-20 00:00:00	S		F		90000	4	2	Partial Co	Professional	0	2	3869 Creed Ave		1 (11) 500 555-0115	
467	394	1267		Kaitlin	M	 Fernandez	0	1953-06-18 00:00:00	S		F		110000	3	4	Bachelors 	Management	1	4	3464 Joan Ave.		1 (11) 500 555-0152	
477	5	3377		Levi	D	 Srini	0	1950-09-15 00:00:00	M		M		80000	5	2	High Schoo	Management	1	2	2944 Wren Ave		1 (11) 500 555-0140	
508	4	2412		Aimee	E	 Xu	0	1971-03-24 00:00:00	M		F		90000	0	0	Partial Hi	Professional	0	4	5760 Glenhaven Ave S.		1 (11) 500 555-0170	
510	403	3272		Jerome	M	 Alvarez	0	1970-11-02 00:00:00	S		M		100000	0	5	High Schoo	Management	0	4	1788 Camino Verde	#8	1 (11) 500 555-0181	
513	1498	1975		Bianca	E	 She	0	1941-09-13 00:00:00	M		F		90000	5	0	Bachelors 	Management	1	2	6359 Sand Point Road		358-555-0112	
518	403	5116		Barbara		 Shan	0	1963-07-01 00:00:00	S		F		60000	3	2	Bachelors 	Professional	0	2	7751 Liana Lane		1 (11) 500 555-0169	
520	4	3842		Cassie	R	 Bhat	0	1963-01-18 00:00:00	M		F		70000	0	0	Bachelors 	Professional	1	1	917 Mark Twain Dr.		1 (11) 500 555-0115	
521	5	89207509756		Nicholas		Miller	0	1980-04-15 00:00:00	S		M		20000	0	0	Partial Hi	Manual	0	2	3841 Silver Oaks Place		1 (11) 500 555-0151	
544	393	3360		Frederick	L	 Fernandez	0	1970-05-08 00:00:00	S		M		40000	2	2	Partial Co	Clerical	1	0	1233 Rotherham Dr.		1 (11) 500 555-0152	
546	503	26783284544		Jonathan	W	Simmons	0	1970-08-07 00:00:00	S		M		40000	2	2	Partial Co	Clerical	0	2	9384 Palisade Court		1 (11) 500 555-0178	
561	134	9360		Kristina		 Sanchez	0	1953-02-24 00:00:00	S		F		30000	1	0	Bachelors 	Skilled Manual	1	1	2384 Encinal Place		139-555-0193	
573	82	73234332800		Jason		Turner	0	1955-10-04 00:00:00	S		M		40000	1	0	Partial Co	Clerical	1	1	3657 Greystone Dr.		471-555-0166	
587	290	30894284800		Miranda		Perry	0	1958-09-26 00:00:00	M		F		50000	4	0	Graduate D	Skilled Manual	1	0	853 Serpentine		777-555-0114	
591	249	46019057631		Hailey	J	Wright	0	1958-11-09 00:00:00	M		F		50000	4	0	Graduate D	Skilled Manual	1	0	9920 Macarthur Avenue		117-555-0123	
608	91	2336		Darryl	H	 Zhu	0	1967-08-24 00:00:00	M		M		20000	1	1	Partial Co	Manual	1	1	6707 Grand View Avenue		1 (11) 500 555-0132	
612	393	69299988150		Evan	L	Morris	0	1967-01-20 00:00:00	S		M		20000	1	1	Partial Co	Manual	0	1	6465 S. 97th Street		1 (11) 500 555-0182	
625	506	3039		Carmen		 Rodriguez	0	1967-04-27 00:00:00	M		F		40000	0	0	Bachelors 	Clerical	1	0	5806 Dutch Slough Rd		1 (11) 500 555-0174	
631	1	5007		Christy	M	 Shen	0	1965-02-01 00:00:00	M		F		20000	2	2	High Schoo	Manual	1	0	8004 N. Broadway		1 (11) 500 555-0134	
640	91	59996944665		Dalton		Price	0	1966-11-02 00:00:00	M		M		30000	2	2	Partial Co	Manual	1	0	5602 Denkinger Road		1 (11) 500 555-0139	
642	3	9802		Corey	M	 Xu	0	1966-07-16 00:00:00	M		M		40000	0	0	Bachelors 	Skilled Manual	1	0	8512 Arrowwood Circle		1 (11) 500 555-0147	
645	401	3962		Calvin	C	 Pal	0	1965-03-23 00:00:00	M		M		30000	2	2	Partial Co	Clerical	1	1	7307 Corte Segundo		1 (11) 500 555-0131	
651	393	67465185523		Mason	C	Morgan	0	1964-03-16 00:00:00	M		M		30000	2	2	Partial Co	Clerical	1	2	7369 Mayhew Way		1 (11) 500 555-0137	
659	503	17910714100		Xavier		Phillips	0	1963-11-13 00:00:00	S		M		40000	1	0	Bachelors 	Skilled Manual	1	0	398 Pecan Pl		1 (11) 500 555-0124	
666	393	282		Clarence	E	 Lu	0	1977-06-15 00:00:00	S		M		30000	0	0	Partial Co	Clerical	1	1	5123 Gumwood		1 (11) 500 555-0126	
676	389	851		Janelle	M	 Verma	0	1974-03-07 00:00:00	S		F		10000	0	0	Partial Hi	Manual	0	2	2885 Hill Drive		1 (11) 500 555-0170	
689	157	71000326275		Luis		Evans	0	1973-01-22 00:00:00	S		M		50000	1	0	Graduate D	Skilled Manual	0	0	2673 Adobe St.		735-555-0159	
690	291	99771776199		Morgan	W	Simmons	0	1973-08-22 00:00:00	S		F		50000	1	0	Graduate D	Skilled Manual	0	0	6005 Sun View Drive		626-555-0115	
699	254	56254302900		Sarah		Hayes	0	1971-03-16 00:00:00	S		F		50000	1	1	Graduate D	Skilled Manual	0	0	2459 Blue Jay Dr.		855-555-0114	
700	1443	6605		Jamie		 Gil	0	1971-06-19 00:00:00	M		M		50000	1	1	Graduate D	Skilled Manual	1	0	410 Whyte Park Ave		465-555-0168	
713	426	3445		Terrance	M	 Patel	0	1970-01-24 00:00:00	S		M		50000	1	1	Bachelors 	Skilled Manual	1	1	8571 Mehaffey Way		786-555-0131	
732	41	18308314085		Jeremiah	E	Williams	0	1969-10-26 00:00:00	S		M		60000	1	0	Graduate D	Professional	0	0	824 Stroer Lane		845-555-0111	
733	1496	9408		Alicia		 Chande	0	1968-09-14 00:00:00	S		F		50000	2	2	Bachelors 	Skilled Manual	0	1	1683 Colfax Street	#125	751-555-0139	
735	32	14601131081		Lauren		Stewart	0	1970-11-04 00:00:00	S		F		60000	1	0	Graduate D	Professional	0	0	1921 Garcia Ranch Road		601-555-0191	
762	1471	38974895477		Gabriella	E	Rogers	0	1965-05-10 00:00:00	M		F		50000	3	3	Bachelors 	Skilled Manual	1	2	566 Morgan Territory Rd.		248-555-0153	
765	1442	1964		Bianca	A	 Sun	0	1965-12-25 00:00:00	M		F		50000	3	3	Bachelors 	Skilled Manual	1	3	7675 Moss Hollow Court		796-555-0118	
775	1447	51387724280		Lauren	C	Martin	0	1964-11-04 00:00:00	S		F		50000	4	2	Bachelors 	Skilled Manual	1	2	8186 Sol Street		700-555-0195	
779	108	487		Marshall		 Ma	0	1963-03-24 00:00:00	S		M		50000	4	2	Bachelors 	Professional	1	2	9277 Santa Rita Dr		565-555-0117	
794	131	6367		Sabrina	P	 Ortega	0	1961-03-26 00:00:00	S		F		40000	4	3	High Schoo	Skilled Manual	1	3	6235 Bayview Cr		567-555-0127	
795	1480	832		Abby		 Srini	0	1961-04-20 00:00:00	M		F		40000	4	3	High Schoo	Skilled Manual	1	3	6829 Montgomery Ave		827-555-0177	
796	28	91044667400		Olivia		Bell	0	1961-04-25 00:00:00	M		F		40000	4	2	High Schoo	Skilled Manual	1	2	2804 Boxer Blvd.		571-555-0116	
812	277	5175		Pedro	R	 Castro	0	1960-11-08 00:00:00	S		M		50000	1	0	Partial Co	Skilled Manual	1	1	5522 Newton Way		184-555-0148	
831	148	7933		Mitchell		 Goel	0	1958-07-01 00:00:00	S		M		70000	5	4	Graduate D	Professional	0	1	4293 Concord Ct.		346-555-0142	
833	403	3553		Geoffrey	I	 Prasad	0	1968-11-04 00:00:00	M		M		60000	2	2	Bachelors 	Professional	0	1	5879 Holiday Hill Dr.		1 (11) 500 555-0175	
836	390	21662647128		Adam	R	Yang	0	1970-11-25 00:00:00	S		M		80000	4	4	Graduate D	Management	0	1	7189 Sherry Circle		1 (11) 500 555-0144	
840	4	2041		Rosa		 Xu	0	1970-12-24 00:00:00	M		F		90000	2	0	Bachelors 	Professional	0	0	5619 Ida Drive		1 (11) 500 555-0116	
868	165	7610		Kara	T	 Xie	0	1971-04-16 00:00:00	S		F		50000	1	1	Graduate D	Skilled Manual	0	0	1162 Thunderbird Drive		384-555-0133	
926	293	9451		Christine		 Lal	0	1965-09-08 00:00:00	S		F		50000	3	3	Bachelors 	Skilled Manual	0	3	3602 Banyan Circle		608-555-0128	
931	219	2277		Jessie	C	 Lin	0	1964-02-08 00:00:00	M		M		50000	4	4	Bachelors 	Skilled Manual	0	3	7473 Condor Dr.		200-555-0181	
940	35	85986906290		William		Wilson	0	1964-02-12 00:00:00	M		M		50000	4	2	Bachelors 	Skilled Manual	1	2	4267 Mount Hood Circle		863-555-0162	
947	1508	58970157504		Carson	E	Ross	0	1963-05-02 00:00:00	S		M		60000	3	2	Graduate D	Professional	0	0	3982 Ramsay Circle		165-555-0110	
950	361	7744		Mario	C	 Yuan	0	1962-05-12 00:00:00	M		M		40000	3	2	High Schoo	Skilled Manual	1	2	9940 Meier Road		840-555-0159	
954	301	28459536400		Caroline		Jenkins	0	1961-04-20 00:00:00	M		F		40000	4	3	High Schoo	Skilled Manual	1	3	6829 Montgomery Ave		446-555-0154	
961	52	779		Melody	P	 Alonso	0	1960-03-26 00:00:00	M		F		40000	4	2	High Schoo	Skilled Manual	1	2	9671 Leewood Place		132-555-0119	
962	155	5205		Ross		 Gomez	0	1960-08-25 00:00:00	M		M		40000	4	2	High Schoo	Skilled Manual	1	2	3362 Julpum Loop		193-555-0182	
967	137	47790141701		Julia	E	Allen	0	1967-04-17 00:00:00	M		F		60000	0	0	Graduate D	Professional	1	1	4298 Chestnut Ave.		762-555-0111	
974	62	10080		Erica		 Li	0	1960-11-24 00:00:00	S		F		50000	1	0	Partial Co	Skilled Manual	1	1	2863 Polk Street		543-555-0114	
990	4	2025		Martha	R	 Cai	0	1969-04-19 00:00:00	S		F		90000	1	0	Graduate D	Management	0	0	9013 Ramsay Circle		1 (11) 500 555-0127	
1010	403	467		Arturo	J	 Bhat	0	1966-09-14 00:00:00	M		M		90000	0	0	Bachelors 	Professional	1	0	7745 Central Blvd		1 (11) 500 555-0199	
1011	390	3157		Tammy		 Subram	0	1966-09-06 00:00:00	M		F		90000	0	0	Bachelors 	Professional	0	0	4424 Lislin Ct.		1 (11) 500 555-0169	
1031	92	726		Kellie	W	 Jimenez	0	1947-03-27 00:00:00	S		F		30000	2	0	Partial Co	Clerical	1	2	1159 Fitzuren		1 (11) 500 555-0155	
1039	307	4041		Brendan		 Chander	0	1977-06-19 00:00:00	S		M		50000	0	0	Partial Co	Skilled Manual	1	2	5071 Stonehedge Dr.		760-555-0123	
1063	236	29		Damien	P	 Wu	0	1973-05-11 00:00:00	M		M		70000	0	0	Partial Co	Professional	1	2	5057 Fillet Ave.		156-555-0119	
1064	431	7207		Allen		 Verma	0	1973-07-18 00:00:00	S		M		70000	0	0	Partial Co	Professional	1	2	805 Pinecrest Rd		525-555-0113	
1067	171	61408081700		Eduardo	G	Washington	0	1976-07-16 00:00:00	M		M		60000	0	0	Partial Co	Professional	1	2	5615 Matheson Road		119-555-0128	
1077	450	62859510779		Lucas	N	James	0	1974-08-17 00:00:00	S		M		50000	0	0	High Schoo	Professional	1	2	6017 Hale Dr.		556-555-0110	
1090	238	29740307331		Zachary		Li	0	1957-05-10 00:00:00	S		M		80000	2	1	Bachelors 	Management	1	0	3789 Pine Creek Way		996-555-0189	
1098	403	233		Jessie		 Gil	0	1962-05-11 00:00:00	S		F		60000	1	0	Bachelors 	Professional	0	1	1973 Serrano Way		1 (11) 500 555-0163	
1121	390	6601		Jamie	N	 Navarro	0	1960-10-14 00:00:00	M		M		70000	5	4	Partial Co	Skilled Manual	1	3	1164 Glenview Drive		1 (11) 500 555-0175	
1125	324	8079		Karen		 Zheng	0	1976-09-26 00:00:00	S		F		30000	0	0	High Schoo	Skilled Manual	0	2	4123 Clark Creek Lane		756-555-0161	
1128	45	83846283555		Ryan	K	White	0	1976-10-26 00:00:00	M		M		40000	0	0	High Schoo	Skilled Manual	1	2	162 Courthouse Drive		172-555-0173	
1140	1460	71785666346		Angel	L	Collins	0	1977-03-18 00:00:00	M		M		30000	0	0	Partial Hi	Clerical	1	2	9503 Olivera Rd.		643-555-0121	
1141	346	8457		Randy	J	 Li	0	1977-03-16 00:00:00	S		M		30000	0	0	Partial Hi	Clerical	1	2	9937 Madrone St		404-555-0174	
1163	370	20795623064		Eduardo	B	Wright	0	1967-09-11 00:00:00	S		M		100000	1	0	Bachelors 	Management	1	2	224 Stroer Lane		491-555-0149	
1189	383	94083991100		Jasmine	E	Morgan	0	1944-04-19 00:00:00	M		F		60000	4	0	Graduate D	Management	1	2	7001 Mills Dr.		987-555-0127	
1192	58	38856282800		Kimberly	A	Morris	0	1944-05-17 00:00:00	S		F		70000	5	0	Bachelors 	Management	0	2	5866 Orange St.		659-555-0115	
1194	348	9391		Brandy		 Verma	0	1945-08-07 00:00:00	S		F		50000	5	0	Bachelors 	Management	0	2	8963 Dumbarton Street		665-555-0178	
1196	376	651		Sheila	T	 Jimenez	0	1945-09-09 00:00:00	S		F		60000	4	0	Bachelors 	Management	0	2	8121 Larkin Dr.		364-555-0187	
1207	102	6980		Candace		 Engineer	0	1947-07-02 00:00:00	S		F		70000	4	1	Bachelors 	Management	0	1	6500 S St.		555-555-0125	
1234	219	35277518630		Catherine	D	Gray	0	1951-11-24 00:00:00	S		F		50000	2	1	High Schoo	Professional	0	2	9016 Mcelroy		801-555-0118	
1251	2	16505858900		Miguel	M	Lopez	0	1956-06-22 00:00:00	M		M		120000	3	4	High Schoo	Professional	1	4	2857 West F St	Unit C5	1 (11) 500 555-0171	
1254	395	691		Paula	L	 Suarez	0	1955-10-17 00:00:00	M		F		110000	3	4	Partial Co	Professional	1	4	7972 Rolling Green Circle		1 (11) 500 555-0137	
1260	234	1049		Andy		 Ruiz	0	1933-07-15 00:00:00	M		M		60000	2	0	Graduate D	Management	1	2	7241 Scenic Avenue		174-555-0117	
1263	180	1130		Jarrod		 Sai	0	1933-11-20 00:00:00	M		M		90000	4	0	Bachelors 	Management	0	1	535 Greendell Pl		898-555-0153	
1274	186	34070449500		Christina		Kelly	0	1964-10-14 00:00:00	S		F		110000	3	2	Bachelors 	Management	1	4	1491 Marina Vill Pkwy		402-555-0161	
1278	96	40658802390		Sophia	C	Collins	0	1956-03-09 00:00:00	M		F		70000	3	2	Partial Co	Professional	1	0	6037 Daffodil Drive		302-555-0155	
1282	345	88398657441		Matthew		Thompson	0	1934-08-03 00:00:00	M		M		60000	2	0	Graduate D	Management	1	2	5672 Hale Dr.		386-555-0130	
1305	20	5823		Louis	A	 Sharma	0	1955-09-13 00:00:00	M		M		70000	4	3	High Schoo	Professional	1	1	4591 Camino Peral		934-555-0118	
1306	179	9161		Shane	A	 Perez	0	1955-05-01 00:00:00	M		M		70000	4	3	High Schoo	Professional	1	1	6991 Pembroke Dr		809-555-0132	
1307	161	81095297336		Cameron	L	Martin	0	1955-06-24 00:00:00	M		M		90000	2	1	High Schoo	Professional	0	1	4987 Westover Dr.		133-555-0115	
1310	322	2811		Eddie		 Blanco	0	1935-09-19 00:00:00	M		M		60000	2	0	Graduate D	Management	1	2	1584 Lorie Lane	#118	737-555-0126	
1315	443	35131429433		Trinity		Peterson	0	1960-07-06 00:00:00	M		F		80000	5	4	Partial Co	Professional	1	4	8548 Serrana Court		933-555-0110	
1346	395	8141		Brittney		 Yang	0	1962-12-10 00:00:00	S		F		10000	1	0	Graduate D	Manual	0	0	7917 Prestwick Drive		1 (11) 500 555-0147	
1352	5	25457409600		Noah	B	Li	0	1962-01-23 00:00:00	S		M		20000	1	0	Graduate D	Clerical	0	0	7490 Northwood Dr		1 (11) 500 555-0179	
1353	5	81879768371		Cameron	J	Davis	0	1962-08-03 00:00:00	M		M		20000	1	0	Graduate D	Clerical	0	0	9182 Newcastle Road		1 (11) 500 555-0198	
1359	397	4051		Brad	P	 Shen	0	1935-07-25 00:00:00	S		M		10000	1	0	Graduate D	Clerical	0	0	9351 Via Media		1 (11) 500 555-0145	
1361	292	930		Byron		 Munoz	0	1980-04-19 00:00:00	M		M		10000	0	0	Bachelors 	Manual	0	0	8761 Garnet Lane		400-555-0168	
1399	506	411		Gilbert	D	 Chande	0	1960-02-14 00:00:00	M		M		20000	1	1	Partial Co	Manual	0	0	8780 Stephanie Way		1 (11) 500 555-0166	
1403	91	1423		Shawna	M	 Nath	0	1959-07-13 00:00:00	M		F		10000	1	1	High Schoo	Manual	0	1	2147 N. 66th Street	#202	1 (11) 500 555-0125	
1415	3	310		Clarence	T	 Raje	0	1970-01-10 00:00:00	M		M		20000	0	0	Partial Co	Manual	1	1	684 Marsh Creek Rd.		1 (11) 500 555-0194	
1421	503	4960		Ruben	E	 Blanco	0	1970-06-21 00:00:00	S		M		30000	0	0	Bachelors 	Clerical	1	0	4028 Rosina Court		1 (11) 500 555-0163	
1427	192	54512873300		Hannah		Taylor	0	1969-10-19 00:00:00	S		F		50000	0	0	Graduate D	Skilled Manual	0	0	4127 Esperanza Drive		1 (11) 500 555-0153	
1439	401	879		Orlando	A	 Moreno	0	1945-10-27 00:00:00	M		M		70000	5	1	High Schoo	Professional	0	3	1729 Panorama Drive		1 (11) 500 555-0183	
1445	1	683		Paula	A	 Torres	0	1946-08-02 00:00:00	S		F		100000	2	3	Bachelors 	Management	1	4	2621 Pomar Way		1 (11) 500 555-0154	
1464	2	69189170000		Marcus		Sanchez	0	1952-03-10 00:00:00	S		M		110000	4	5	Partial Co	Professional	1	2	8561 Concord Blvd.		1 (11) 500 555-0119	
1465	503	93697350621		Rachel		Brooks	0	1952-01-02 00:00:00	M		F		120000	4	5	Bachelors 	Management	1	3	6453 Coggins Drive		1 (11) 500 555-0140	
1473	192	9887		Kristin		 Raje	0	1950-08-17 00:00:00	S		F		100000	3	4	Partial Co	Management	0	4	4999 Corte Segunda		1 (11) 500 555-0132	
1486	92	2414		Aimee	M	 Zhu	0	1976-04-24 00:00:00	M		F		70000	0	0	High Schoo	Management	1	3	8568 Wellington Ct.		1 (11) 500 555-0117	
1501	403	44023805300		Julia		Scott	0	1973-06-19 00:00:00	S		F		100000	0	5	High Schoo	Management	1	2	7604 Indianhead Way		1 (11) 500 555-0115	
1506	92	8731		Diana	R	 Diaz	0	1972-10-24 00:00:00	S		F		120000	0	5	Partial Hi	Professional	1	4	649 Hoke Dr		1 (11) 500 555-0165	
1508	4	8762		Erika	T	 Alonso	0	1971-10-05 00:00:00	M		F		100000	0	5	High Schoo	Management	0	4	8261 Spring Water St.		1 (11) 500 555-0144	
1510	403	63617250900		Sebastian	W	Kelly	0	1970-09-12 00:00:00	S		M		110000	0	5	High Schoo	Management	0	4	6714 Treasure Dr.		1 (11) 500 555-0156	
1512	390	66031695008		Jared	E	Cooper	0	1971-11-02 00:00:00	M		M		110000	0	5	High Schoo	Management	1	4	1409 Coachman  Pl.		1 (11) 500 555-0177	
1520	90	299		Clarence	R	 Tang	0	1942-02-14 00:00:00	S		M		80000	5	0	Bachelors 	Management	0	2	8154 Falcon Place		384-555-0155	
1531	393	90127062201		Megan	R	Perry	0	1980-08-04 00:00:00	M		F		20000	0	0	Partial Hi	Manual	1	2	P.o. Box 1742		1 (11) 500 555-0125	
1535	3	5401		Dawn	L	 Liang	0	1978-10-14 00:00:00	S		F		30000	0	0	High Schoo	Manual	0	1	6462 Grant St.		1 (11) 500 555-0191	
1546	395	883		Orlando	K	 Navarro	0	1972-09-03 00:00:00	S		M		40000	1	1	Bachelors 	Skilled Manual	0	1	2617 St. George Dr		1 (11) 500 555-0194	
1567	461	45040029883		Haley	C	Baker	0	1975-07-23 00:00:00	S		F		40000	3	3	Partial Co	Clerical	1	0	8299 Darlene Drive		794-555-0122	
1571	446	749		Gloria	W	 Hernandez	0	1966-08-04 00:00:00	M		F		50000	0	0	Graduate D	Skilled Manual	1	0	9447 Leslie Avenue		180-555-0160	
1582	105	11750849485		Amanda	C	Kelly	0	1953-08-17 00:00:00	M		F		30000	1	0	Bachelors 	Skilled Manual	0	1	7051 Pinenut Court		134-555-0150	
1596	61	6992		Candace	R	 Lopez	0	1955-03-11 00:00:00	S		F		40000	1	0	Partial Co	Clerical	0	1	236 Willow Lake Rd.		948-555-0171	
1605	337	7350		Andre	A	 Rodriguez	0	1957-11-13 00:00:00	M		M		40000	1	0	Partial Co	Clerical	1	1	2519 Gill Ct.		572-555-0131	
1608	362	7916		Mitchell		 Tang	0	1957-01-16 00:00:00	S		M		40000	1	0	Partial Co	Clerical	0	1	7770 Springwood Court		513-555-0160	
1610	432	975		Dwayne	R	 Diaz	0	1957-03-08 00:00:00	S		M		40000	1	0	Partial Co	Clerical	1	1	4116 Candelero Place		182-555-0195	
1613	204	9069		Victor		 Navarro	0	1958-01-22 00:00:00	S		M		50000	4	0	Graduate D	Skilled Manual	0	0	4246 Selena Court		293-555-0168	
1634	5	9555		Donald	J	 Rana	0	1966-10-10 00:00:00	M		M		10000	4	4	Partial Hi	Manual	1	2	6960 Lakewood Court		1 (11) 500 555-0169	
1637	389	9779		Peter		 Yuan	0	1967-07-13 00:00:00	S		M		40000	0	0	Bachelors 	Clerical	0	0	6122 Orange St		1 (11) 500 555-0149	
1658	2	5534		Jon	C	 Raji	0	1966-12-15 00:00:00	M		M		40000	0	0	Bachelors 	Skilled Manual	1	0	3507 Limeridge Drive		1 (11) 500 555-0114	
1663	393	3001		Adrienne		 Moreno	0	1964-07-03 00:00:00	M		F		30000	2	2	Partial Co	Clerical	1	2	8280 Parkway Dr.		1 (11) 500 555-0135	
